base_seg_id	lpair	source	ht	mt	src_doc_id
_EN_DE_000131-21	ende	As the Community has so far not been able to agree on what is probably the most effective instrument for the reduction of greenhouse gases namely, the taxation of energy consumption the Commission and the Council regard the SAVE II programme as an important and necessary instrument.	Da die Gemeinschaft bisher nicht in der Lage war, sich auf das wahrscheinlich wirksamste Instrument zu der Verringerung der Treibhausgase zu einigen, nämlich die Besteuerung des Energieverbrauchs, betrachten die Kommission und der Rat das Programm SAVE II als bedeutendes und notwendiges Instrument.	Da sich die Gemeinschaft bisher nicht auf das wahrscheinlich wirksamste Instrument zur Verringerung der Treibhausgase, nämlich die Besteuerung des Energieverbrauchs, einigen konnte, betrachten die Kommission und der Rat das SAVE-II-Programm als ein wichtiges und notwendiges Instrument.	ORG_WR_EN_DE_000131
_EN_DE_000131-22	ende	Why then make cuts in an already low budget?	Warum werden dann ohnehin knappe Haushaltsmittel nochmals gekürzt?	Warum also Kürzungen in einem ohnehin schon knappen Haushalt vornehmen?	ORG_WR_EN_DE_000131
_EN_DE_000131-23	ende	That is why I have restored the budget figures originally proposed by the Commission which were fully justified.	Ich habe deshalb die ursprünglich von der Kommission vorgesehenen und völlig gerechtfertigten Haushaltszahlen wieder eingesetzt.	Aus diesem Grund habe ich die ursprünglich von der Kommission vorgeschlagenen Haushaltszahlen wiederhergestellt, die voll und ganz gerechtfertigt waren.	ORG_WR_EN_DE_000131
_EN_DE_000131-24	ende	Bearing in mind the expected increase in the energy CO2 emissions and the low budget allocated to SAVE II it is rather unlikely that the internationally agreed objectives for reducing emissions could be achieved by this programme.	Angesichts des zu erwartenden Anstiegs der CO2-Emissionen und der für das Programm SAVE II bereitgestellten geringen Haushaltsmittel ist es wenig wahrscheinlich, daß die international vereinbarten Ziele für die Senkung der Emissionen durch dieses Programm erreicht werden können.	Angesichts des zu erwartenden Anstiegs der CO2-Emissionen im Energiebereich und des geringen Budgets für SAVE II ist es eher unwahrscheinlich, dass die international vereinbarten Ziele zur Emissionsreduzierung mit diesem Programm erreicht werden können.	ORG_WR_EN_DE_000131
_EN_DE_000131-25	ende	However, under the energy framework programme SAVE II offers an opportunity to reverse a trend.	Im Zuge des Energie-Rahmenprogramms bietet das Programm SAVE II jedoch eine Möglichkeit, den Trend umzukehren.	Im Rahmen des Energie-Rahmenprogramms bietet SAVE II jedoch die Möglichkeit, einen Trend umzukehren.	ORG_WR_EN_DE_000131
_EN_DE_000131-26	ende	Since at Member State level progress has stagnated, the responsibility for achieving energy efficiency targets and meeting reduction commitments now lies with the Community.	Da es auf der Ebene der Mitgliedstaaten hinsichtlich einer verbesserten Effizienz in dem Energiesektor keine Fortschritte gibt, liegt die Verantwortung für die Realisierung des Effizienzziels und die Einhaltung der Verpflichtungen zu der CO2-Senkung jetzt bei der Gemeinschaft.	Da auf Ebene der Mitgliedstaaten keine Fortschritte mehr erzielt werden, liegt die Verantwortung für die Erreichung der Energieeffizienzziele und die Erfüllung der Reduktionsverpflichtungen nun bei der Gemeinschaft.	ORG_WR_EN_DE_000131
_EN_DE_000131-27	ende	The Finnish presidency has therefore announced an action plan for energy efficiency during the second half of 1999.	Die finnische Ratspräsidentschaft hat daher angekündigt, in dem zweiten Halbjahr 1999 einen Aktionsplan zu der Energieeffizienz vorzulegen.	Die finnische Präsidentschaft hat daher für die zweite Hälfte des Jahres 1999 einen Aktionsplan für Energieeffizienz angekündigt.	ORG_WR_EN_DE_000131
_EN_DE_000131-28	ende	It is very welcome and important.	Dies ist äußerst wichtig und sehr begrüßenswert.	Dies ist sehr zu begrüßen und wichtig.	ORG_WR_EN_DE_000131
_EN_DE_000131-29	ende	The Commission argues in favour of setting a Community energy efficiency target.	Die Kommission befürwortet die Festsetzung eines Gemeinschaftsziels für die rationelle Verwendung von Energie.	Die Kommission spricht sich für die Festlegung eines Energieeffizienzziels für die Gemeinschaft aus.	ORG_WR_EN_DE_000131
_EN_DE_000131-30	ende	Given the approximately 1% annual improvement in energy efficiency in final consumption achieved so far, the Commission calls for a target of reducing energy intensity in final demand by a further percentage point per year.	Da bisher bei dem Endverbrauch eine Verbesserung um etwa 1 % jährlich erreicht wurde, fordert die Kommission ein Ziel für die Verringerung der Energieintensität bei der Endnachfrage um einen weiteren Prozentpunkt pro Jahr.	Angesichts der bisher erzielten jährlichen Verbesserung der Energieeffizienz beim Endverbrauch um etwa 1 % fordert die Kommission ein Ziel zur Verringerung der Energieintensität beim Endverbrauch um einen weiteren Prozentpunkt pro Jahr.	ORG_WR_EN_DE_000131
_EN_DE_000131-31	ende	Given our commitments, as already underlined, it is incomprehensible that the Commission could confine itself to such a target.	Angesichts unserer bereits erwähnten Verpflichtungen zu der Senkung der CO2-Emissionen ist es unverständlich, daß die Kommission sich auf ein solches Ziel beschränken sollte.	Angesichts unserer Verpflichtungen, wie bereits betont, ist es unverständlich, dass sich die Kommission auf ein solches Ziel beschränken könnte.	ORG_WR_EN_DE_000131
_EN_DE_000131-32	ende	A goal of a further one-and-a-half percentage points should be set in order to develop additional savings potential.	Ein Ziel von weiteren 1,5 Prozentpunkten sollte festgelegt werden, um zusätzliches Einsparungspotential zu entwickeln.	Es sollte ein Ziel von weiteren eineinhalb Prozentpunkten festgelegt werden, um zusätzliches Einsparpotenzial zu erschließen.	ORG_WR_EN_DE_000131
_EN_DE_000131-33	ende	As you know, Parliament agreed this at first reading.	Wie Sie wissen, hat das Parlament dem bei der ersten Lesung zugestimmt.	Wie Sie wissen, hat das Parlament dem in erster Lesung zugestimmt.	ORG_WR_EN_DE_000131
_EN_DE_000131-34	ende	I should just like to add two technical points.	Ich möchte noch zwei technische Gesichtspunkte erwähnen.	Ich möchte nur zwei technische Punkte hinzufügen.	ORG_WR_EN_DE_000131
_EN_DE_000131-35	ende	We have, on legal advice, improved the comitology amendments.	Im Ergebnis einer Rechtsberatung haben wir die Änderungsanträge zu der Komitologie verbessert.	Aufgrund rechtlicher Beratung haben wir die Komitologie-Änderungsanträge verbessert.	ORG_WR_EN_DE_000131
_EN_DE_000131-36	ende	Therefore we have replaced Amendment No 5 by a new Amendment No 13, and Amendment No 11 by a new Amendment No 12.	Daher haben wir Abänderungsantrag 5 durch einen neuen Abänderungsantrag 13 und Abänderungsantrag 11 durch einen neuen Abänderungsantrag 12 ersetzt.	Daher haben wir Änderungsantrag Nr. 5 durch einen neuen Änderungsantrag Nr. 13 und Änderungsantrag Nr. 11 durch einen neuen Änderungsantrag Nr. 12 ersetzt.	ORG_WR_EN_DE_000131
_EN_DE_000131-37	ende	This was on legal advice to improve the original amendments.	Dies geschah auf die juristische Empfehlung hin, die ursprünglichen Abänderungsanträge zu verbessern.	Dies geschah auf rechtliche Beratung hin, um die ursprünglichen Änderungsanträge zu verbessern.	ORG_WR_EN_DE_000131
_EN_DE_000131-38	ende	I hope that will be acceptable to everyone.	Ich hoffe, Sie alle können dem zustimmen.	Ich hoffe, dass dies für alle akzeptabel ist.	ORG_WR_EN_DE_000131
_EN_DE_002715-01	ende	There is no doubt that working abroad is increasingly popular for young people, in particular, and businesses are also looking to recruit from a wider field, but for this to be possible, people need to feel that they can have accurate, up-to-date information about what working in another Member State may entail, because that information provides them with a real choice as to whether they work elsewhere or not.	Zweifellos wird es vor allem unter jungen Leuten immer beliebter, in dem Ausland zu arbeiten, und auch die Unternehmen bemühen sich um Arbeitskräfte aus einem immer weiteren Umkreis. Doch dazu brauchen die Leute die Gewissheit, dass sie zutreffende, aktuelle Informationen darüber einholen können, was es denn heißt, in einem anderen Mitgliedstaat zu arbeiten, weil sie dann auch wirklich entscheiden können, ob sie anderswo arbeiten wollen oder nicht.	Es besteht kein Zweifel daran, dass das Arbeiten im Ausland insbesondere bei jungen Menschen immer beliebter wird und auch Unternehmen versuchen, Mitarbeiter aus einem größeren Einzugsgebiet zu rekrutieren. Damit dies jedoch möglich ist, müssen die Menschen das Gefühl haben, dass sie über genaue und aktuelle Informationen darüber verfügen, was die Arbeit in einem anderen Mitgliedstaat mit sich bringen kann, denn diese Informationen ermöglichen ihnen eine echte Entscheidung darüber, ob sie anderswo arbeiten möchten oder nicht.	ORG_WR_EN_DE_002715
_EN_DE_002715-02	ende	At the moment we have a very confusing set of different rules and regulations and it is clear from complaints to many of us and to Parliament 's Petitions Committee that clear advice is not always forthcoming from the appropriate authorities, even in Member States themselves.	Im Moment haben wir ein Paket sehr verwirrender, unterschiedlicher Regelungen und Verordnungen, und aus den Beschwerden, die an viele von uns und an den Petitionsausschuss des Parlaments herangetragen werden, geht hervor, dass selbst die zuständigen Behörden in den Mitgliedstaaten nicht immer richtig beraten.	Derzeit gibt es eine Vielzahl unterschiedlicher Vorschriften und Regelungen, die sehr verwirrend sind, und aus den Beschwerden, die bei vielen von uns und beim Petitionsausschuss des Parlaments eingehen, geht klar hervor, dass die zuständigen Behörden selbst in den Mitgliedstaaten nicht immer klare Auskünfte erteilen.	ORG_WR_EN_DE_002715
_EN_DE_002715-03	ende	The apparent anomalies have not helped either in social security coordination and entitlements, even different definitions as to what constitutes self-employment.	Auch bei der Koordinierung der Sozialversicherung und den versicherungsrechtlichen Ansprüchen waren diese Anomalien durchaus keine Hilfe, ja es bestehen sogar unterschiedliche Definitionen für selbstständige Erwerbstätigkeit.	Die offensichtlichen Unstimmigkeiten haben auch bei der Koordinierung der Sozialversicherung und den Ansprüchen nicht geholfen, ebenso wenig wie die unterschiedlichen Definitionen dessen, was unter Selbstständigkeit zu verstehen ist.	ORG_WR_EN_DE_002715
_EN_DE_002715-04	ende	The EURES network provides a very valuable resource for potential mobile workers.	Das EURES-Netzwerk ist eine besonders wertvolle Informationsquelle für potenzielle mobile Arbeitnehmer.	Das EURES-Netzwerk ist eine sehr wertvolle Ressource für potenzielle mobile Arbeitnehmer.	ORG_WR_EN_DE_002715
_EN_DE_002715-05	ende	It also provides a valuable, if underused, resource for employers.	Auch für Arbeitgeber kann es sehr wertvoll sein, wenngleich es zu wenig genutzt wird.	Es stellt auch eine wertvolle, wenn auch zu wenig genutzte Ressource für Arbeitgeber dar.	ORG_WR_EN_DE_002715
_EN_DE_002715-06	ende	Many small and medium-sized enterprises do not have the capacity or experience to carry out their cross-border recruitment.	Viele kleine und mittlere Unternehmen haben nicht die Kapazität oder die Erfahrung, ihre Arbeitskräfte grenzüberschreitend anzuwerben.	Viele kleine und mittlere Unternehmen verfügen nicht über die Kapazitäten oder die Erfahrung, um grenzüberschreitende Einstellungen vorzunehmen.	ORG_WR_EN_DE_002715
_EN_DE_002715-07	ende	EURES has an important role for them and it is a great pity that employment and employers' organisations are not more involved in the development of these services.	EURES spielt für sie eine wichtige Rolle, und es ist sehr bedauerlich, dass Arbeitsvermittlungen und Unternehmerverbände nicht stärker bei der Entwicklung dieser Dienstleistungen tätig werden.	EURES spielt für sie eine wichtige Rolle, und es ist sehr bedauerlich, dass die Arbeits- und Arbeitgeberverbände nicht stärker in die Entwicklung dieser Dienste einbezogen werden.	ORG_WR_EN_DE_002715
_EN_DE_002715-08	ende	Up to now, it has been particularly important in border regions, but EURES still does not cover all such areas, which is regrettable.	Bisher war das besonders in Grenzregionen wichtig, aber EURES deckt bedauerlicherweise alle diese Gebiete noch nicht ab.	Bislang war es besonders in Grenzregionen von Bedeutung, aber EURES deckt immer noch nicht alle diese Gebiete ab, was bedauerlich ist.	ORG_WR_EN_DE_002715
_EN_DE_002715-09	ende	It is obvious, as others have said, that EURES needs to be adequately resourced, expanded and promoted if it is to meet its full potential and respond to the needs of individuals.	Wie bereits gesagt wurde, liegt es auf der Hand, dass EURES angemessen ausgestattet, erweitert und gefördert werden muss, wenn es seine Möglichkeiten voll ausschöpfen und den Bedürfnissen von Einzelpersonen Rechnung tragen soll.	Es ist offensichtlich, wie andere bereits gesagt haben, dass EURES mit ausreichenden Mitteln ausgestattet, ausgebaut und gefördert werden muss, wenn es sein volles Potenzial ausschöpfen und den Bedürfnissen der Menschen gerecht werden soll.	ORG_WR_EN_DE_002715
_EN_DE_002715-10	ende	We must also recognise that enlargement will bring additional and quite legitimate demands in terms of information.	Wir müssen auch daran denken, dass die Erweiterung zusätzliche und ganz legitime Forderungen in Bezug auf Informationen mit sich bringt.	Wir müssen auch erkennen, dass die Erweiterung zusätzliche und durchaus berechtigte Anforderungen an die Information mit sich bringen wird.	ORG_WR_EN_DE_002715
_EN_DE_002715-11	ende	We support the request for more detailed information to be provided and agree that multi-annual funding is essential to the smooth development of this services.	Wir unterstützen die Forderung nach detaillierteren Informationen und stimmen dem zu, dass eine mehrjährige Finanzierung für eine reibungslose Entwicklung dieser Dienste notwendig ist.	Wir unterstützen die Forderung nach detaillierteren Informationen und stimmen zu, dass eine mehrjährige Finanzierung für die reibungslose Entwicklung dieser Dienste unerlässlich ist.	ORG_WR_EN_DE_002715
_EN_DE_002715-12	ende	However, its task would be made much easier if Member States adopted a more determined and coherent approach to making free movement a reality rather than an ideal that they keep banging on about, but seem incapable of delivering.	Die Aufgabe wäre allerdings viel einfacher, wenn die Mitgliedstaaten entschlossener und einheitlicher an die Verwirklichung der Freizügigkeit herangehen würden, anstatt viel Gewese um ein Ideal zu machen, das sie aber nicht imstande sind herüberzubringen.	Ihre Aufgabe würde jedoch erheblich erleichtert, wenn die Mitgliedstaaten entschlossener und kohärenter vorgehen würden, um die Freizügigkeit zu verwirklichen, anstatt sie als Ideal zu propagieren, das sie zwar immer wieder betonen, aber offenbar nicht umsetzen können.	ORG_WR_EN_DE_002715
_EN_DE_002715-13	ende	There has to be positive action by governments in favour of enabling people to experience working elsewhere: Mrs Van Lancker has already refereed to the coordination of social security systems within this.	Es muss positive Aktionen seitens der Regierungen geben, um die Menschen in die Lage zu versetzen, Erfahrung mit der Arbeit andernorts zu sammeln: Frau Van Lancker hat hierbei bereits auf die Koordinierung der sozialen Sicherungssysteme Bezug genommen.	Die Regierungen müssen positive Maßnahmen ergreifen, um den Menschen die Möglichkeit zu geben, Arbeitserfahrungen im Ausland zu sammeln: Frau Van Lancker hat bereits auf die Koordinierung der Sozialversicherungssysteme in diesem Zusammenhang hingewiesen.	ORG_WR_EN_DE_002715
_EN_DE_002715-14	ende	There is also the question about dealing with tax problems for frontier workers.	Eine weitere Frage ist, wie man mit Steuerproblemen bei grenzüberschreitenden Arbeitnehmern umgeht.	Außerdem stellt sich die Frage nach der Lösung der Steuerprobleme für Grenzgänger.	ORG_WR_EN_DE_002715
_EN_DE_002715-15	ende	We still have enormous problems with adequate recognition of qualifications, particularly vocational qualifications.	Wir haben immer noch enorme Schwierigkeiten bei der entsprechenden Anerkennung von Qualifikationen, insbesondere von beruflichen Qualifikationen.	Wir haben nach wie vor enorme Probleme mit der angemessenen Anerkennung von Qualifikationen, insbesondere von beruflichen Qualifikationen.	ORG_WR_EN_DE_002715
_EN_DE_002715-16	ende	Members States must recognise that free movement is not a threat to them, it is not an inconvenience, it is a valuable way to increase understanding and to develop cooperation within the Union.	Die Mitgliedstaaten müssen begreifen, dass die Freizügigkeit keine Bedrohung für sie darstellt, sie ist nichts Lästiges, sondern ein wertvolles Mittel zu der besseren Verständigung und zu der Entwicklung der Zusammenarbeit innerhalb der Union.	Die Mitgliedstaaten müssen erkennen, dass die Freizügigkeit keine Bedrohung für sie darstellt, keine Unannehmlichkeit ist, sondern ein wertvolles Mittel, um das Verständnis zu verbessern und die Zusammenarbeit innerhalb der Union zu entwickeln.	ORG_WR_EN_DE_002715
